,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Kelas
75,16.83730754,2.523342762,0.377368242,0.040203463,0.985992937,0
76,21.02701665,2.868798591,0.34523343,0.038187917,0.983740048,0
77,23.07367557,2.901578516,0.350436505,0.035519215,0.985767622,0
78,24.14170268,2.96139626,0.34779523,0.034898541,0.986344803,0
79,49.71047032,4.206026049,0.317501628,0.03086525,0.99515601,1
80,46.04520718,3.853835129,0.344295056,0.029366993,0.99486106,1
81,51.87804682,4.138159638,0.31110128,0.031112326,0.994874023,1
82,60.82057716,3.834551257,0.412058152,0.033631851,0.993770396,1
83,69.42242087,4.306185142,0.340623337,0.03296213,0.994064344,1
84,37.42441366,3.208598093,0.431824646,0.058194319,0.991967626,1
85,59.11482882,4.02868067,0.386899379,0.031962621,0.993897642,1
86,88.51178064,4.881940041,0.336307316,0.03484154,0.991796613,1
87,57.65974879,4.172940464,0.333649846,0.034785992,0.995060616,1
88,44.2741878,3.600713929,0.369636446,0.037199224,0.996083323,1
89,94.72046533,5.316267536,0.279990931,0.031349238,0.990832623,1
90,41.77347415,3.957228056,0.321742616,0.030174714,0.99609857,1
91,75.96747334,4.74556414,0.313523002,0.033052564,0.992633563,1
92,58.61344901,4.370840753,0.299232498,0.032720446,0.994423706,1
93,36.66312435,3.630506754,0.344093591,0.035076619,0.99633,1
94,91.31931544,5.542220889,0.258465688,0.028667853,0.991347199,1
95,38.40375315,3.766792803,0.311721507,0.030288487,0.992893488,1
96,16.5272672,2.524232323,0.398951271,0.035405192,0.996972767,1
97,24.75021472,3.082720476,0.354149353,0.031158924,0.99560165,1
98,19.91225107,2.740700193,0.382706102,0.030999215,0.996468962,1
99,11.17906342,1.758887911,0.547707472,0.059442095,0.998888733,1
100,12.19487647,1.911975763,0.511904801,0.063104607,0.998834608,1
101,36.54895625,3.70379251,0.332971538,0.03126341,0.996315118,1
102,7.64236881,1.538664929,0.554678779,0.065406872,0.999256429,1
103,6.268387227,1.375915527,0.57922053,0.070949862,0.999391801,1
104,13.65905462,2.032557742,0.499522953,0.05913687,0.998707663,1
105,15.93589176,2.163726278,0.490643501,0.069182382,0.998344786,1
106,9.771593768,1.764352634,0.517582959,0.060329457,0.999121896,1
107,11.49176581,1.898691102,0.502292672,0.064076152,0.998928068,1
108,8.236220698,1.635014073,0.533288504,0.06686416,0.999226725,1
109,10.68811734,1.86782191,0.503693657,0.059186962,0.998953337,1
110,9.04222276,1.719605026,0.528031539,0.062010067,0.999095224,1
111,7.594475547,1.590406966,0.53670445,0.070147126,0.999239075,1
112,41.64941193,3.794923418,0.339418145,0.031972254,0.995781651,1
113,11.56859802,1.895678009,0.500574932,0.064840957,0.998911107,1
114,6.550274296,1.426359456,0.569362605,0.065158472,0.999414495,1
115,7.380236516,1.545627913,0.548115066,0.053180363,0.999421557,1
116,13.30015391,2.0265304,0.488645571,0.061559711,0.998795769,1
117,8.290120339,1.618817283,0.538134091,0.06124024,0.99923902,1
118,5.588003428,1.369193621,0.567647473,0.060001536,0.999479253,1
119,7.092012279,1.519598321,0.548834075,0.060624674,0.999338697,1
120,6.400579189,1.466463379,0.551391484,0.059500654,0.999390474,1
121,4.351192271,1.399548631,0.51816067,0.040470161,0.998097688,1
122,3.559685822,1.265407581,0.544979802,0.049222357,0.997905139,1
123,23.72263046,3.148062619,0.341867166,0.028644123,0.9975142,1
124,2.319444624,0.979282572,0.619358192,0.05702134,0.998617447,1
125,3.189019719,1.124547398,0.589124454,0.054779766,0.99810787,1
126,2.849544624,1.127024263,0.576728554,0.054654468,0.998049698,1
127,2.327395716,1.030695326,0.595992773,0.055760143,0.998425786,1
128,2.494497414,1.057446625,0.591932082,0.051547247,0.998409442,1
129,2.950839468,1.142118652,0.573073793,0.051492276,0.998273874,1
130,4.108764357,1.346535703,0.530788269,0.04868264,0.997628977,1
131,3.465016399,1.250973175,0.548549673,0.052893947,0.997550033,1
132,2.944011366,1.153945182,0.569352224,0.052002955,0.998160645,1
133,4.657127576,1.452342618,0.510148246,0.042909577,0.99785301,1
134,24.88536717,3.206584162,0.348465709,0.031212932,0.997373133,1
135,4.965374443,1.488985117,0.505037527,0.042272725,0.997732792,1
136,3.109114617,1.198388573,0.556000456,0.050083508,0.998282021,1
137,3.750197055,1.278042907,0.54638599,0.049854689,0.998074345,1
138,2.771940216,1.113739897,0.578263248,0.050792389,0.998431678,1
139,4.216127213,1.431076565,0.502920131,0.046883982,0.996846961,1
140,3.043732237,1.180242801,0.560450454,0.052717418,0.998145899,1
141,11.40754696,2.319966893,0.381679556,0.040007502,0.9931381,1
142,9.039632,2.054671673,0.412380159,0.042049987,0.994707144,1
143,5.09273625,1.571224669,0.478305659,0.04705839,0.99701221,1
144,4.301411751,1.412764178,0.511214066,0.049493346,0.997460974,1
145,39.59689142,3.748001335,0.339959766,0.030742244,0.996100381,1
146,4.09756082,1.379074959,0.518914288,0.04882277,0.997685948,1
147,3.013515411,1.149781658,0.573189037,0.054553483,0.998107724,1
148,5.723039158,1.636827324,0.473194587,0.046355963,0.996437784,1
149,2.168307998,0.991312474,0.606354244,0.056085411,0.998656168,1
150,3.529561836,1.283106025,0.536599191,0.052377426,0.997837206,1
151,1.548512452,0.815415829,0.658336596,0.059854522,0.999015302,1
152,1.654803068,0.838730362,0.653010794,0.062730656,0.998884739,1
153,1.953409469,0.923886632,0.627931702,0.059069039,0.998729177,1
154,12.15932891,1.845643713,0.529464761,0.065779879,0.997676291,1
155,11.33110819,1.583323211,0.592092836,0.080133352,0.997827193,1
156,40.04639236,3.821312036,0.328780616,0.030620853,0.995778977,1
157,6.618699827,1.536559348,0.536696465,0.064128329,0.998719166,1
158,9.220867011,1.546868854,0.581490396,0.060488631,0.998335367,1
159,8.543496359,1.518809884,0.572460967,0.070362723,0.998249622,1
160,13.70564385,1.750023813,0.565242506,0.067744146,0.997472522,1
161,11.11338878,1.668211273,0.554660894,0.071233951,0.997824912,1
162,40.12831773,3.946810394,0.338072046,0.040306446,0.992396715,1
163,8.847390223,2.020516635,0.422636672,0.048929039,0.997889567,1
164,9.883400091,2.065930159,0.420338651,0.04375751,0.995347952,1
165,6.95094655,1.762476119,0.455087411,0.04365688,0.99652617,1
166,45.34725124,3.955871591,0.346071327,0.02923998,0.995550595,1
167,65.22284383,4.554572131,0.317087366,0.030799414,0.993559545,1
168,42.61150891,3.056821958,0.467413611,0.040363762,0.992502588,2
169,28.82877433,3.188249148,0.382006444,0.03314329,0.994521099,2
170,7.501729182,1.643051522,0.495397954,0.039274309,0.998594711,2
171,4.747068298,1.397739687,0.525419887,0.041934997,0.998984409,2
172,9.3741472,1.915550305,0.447811879,0.036284738,0.99830119,2
173,4.984262582,1.35148242,0.548967767,0.041262843,0.999095533,2
174,10.67998001,1.925463853,0.455822431,0.037021963,0.998045826,2
175,4.747068298,1.397739687,0.525419887,0.041934997,0.998984409,2
176,44.03578956,3.019946306,0.476257658,0.040477659,0.992205712,2
177,22.76463132,3.018618054,0.354747979,0.036393116,0.995785061,2
178,11.6151236,1.933895984,0.49048648,0.040162181,0.998801968,2
179,15.20660885,2.333599284,0.432633351,0.034752344,0.998452749,2
180,6.993445016,1.487215554,0.55945858,0.056657466,0.999015883,2
181,20.61919162,2.791301071,0.395112828,0.037315936,0.997626771,2
182,4.835418619,1.274969788,0.575711467,0.043291536,0.999428408,2
183,7.407248953,1.663152277,0.501795658,0.03586416,0.998538562,2
184,6.749258174,1.555831653,0.521080414,0.03939771,0.998448389,2
185,2.765598333,1.024033298,0.6158271,0.053354811,0.999417296,2
186,12.25364045,2.311803509,0.415183219,0.0310798,0.997522857,2
187,50.99879039,3.303209694,0.445960995,0.039446254,0.990796984,2
188,8.22295177,1.801483499,0.472542841,0.036101365,0.998288695,2
189,13.41089875,2.382611929,0.402032071,0.0316501,0.997394615,2
190,12.34795108,2.266561781,0.413266608,0.031778921,0.997644384,2
191,6.749258174,1.555831653,0.521080414,0.03939771,0.998448389,2
192,7.021982756,1.65169851,0.50385696,0.044566378,0.998672135,2
193,4.404681691,1.416059395,0.517784653,0.035129128,0.999258953,2
194,4.480353158,1.440046224,0.511340584,0.043098246,0.999050887,2
195,2.936095801,1.147821684,0.573358661,0.050043288,0.999378913,2
196,23.43455681,2.947652262,0.389442192,0.038743342,0.99527842,2
197,3.135209217,1.208341631,0.554389808,0.044116478,0.999338634,2
198,26.33184747,2.540004723,0.470945831,0.038335196,0.994656196,2
199,3.828513978,1.325856259,0.532330784,0.046054966,0.999054869,2
200,3.918789923,1.337325203,0.530775768,0.039329247,0.99919603,2
201,7.993656559,1.589668297,0.536367524,0.055705626,0.999290771,2
202,4.607972284,1.291061784,0.565840708,0.046637126,0.999630234,2
203,4.879948182,1.319983847,0.563032834,0.052377336,0.999529467,2
204,8.435608057,1.72144045,0.497820207,0.0427337,0.999327491,2
205,7.344024158,1.579564938,0.52523789,0.046247096,0.999382909,2
206,2.973604629,1.038892289,0.619560079,0.068440959,0.999668898,2
207,5.029556672,1.289757026,0.590660259,0.142728473,0.999624186,2
208,16.11701798,2.596521244,0.375386231,0.032392971,0.997388907,2
209,23.00040462,2.251110731,0.514729155,0.04307493,0.993309995,2
210,20.0990884,2.982721749,0.330580897,0.029789708,0.996769653,2
211,12.43338942,2.249621196,0.415668169,0.035814368,0.998046976,2
212,20.25800992,3.041635402,0.322733217,0.026636163,0.996845708,2
213,7.550836529,1.814844656,0.45794037,0.031137991,0.998337282,2
214,18.33499735,2.862553641,0.339109096,0.030224077,0.997088982,2
215,11.79643284,2.175515143,0.426097759,0.035030476,0.998031835,2
